"Data Source","World Development Indicators",

"Last Updated Date","2023-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"El Salvador","SLV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","877720000","929520000","976200000","1009760100","1049400000","1132920000","1186120000","1263720000","1442320000","1665880000","1884120100","2328280100","2941640100","3127960000","3463639900","3573959900","3437200200","3399189100","3506347800","3661683400","3800368600","3771663200","3958045800","4189880000","4372215300","4817542204","5252342400","5813399300","6680269200","7679384000","8921947100","9586327800","10221705900","10936669900","11284197000","11784927700","12282533600","12664190300","13243892200","13724810900","14698000000","15999890000","17011750000","17986890000","17601620000","18447920000","20283780000","21386150000","21990960000","22593470000","23438240000","24191430000","24979190000","26020850000","26881140000","24930080000","29451240000","32488720000",
"San Marino","SMR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1109098657.57511","1005159388.24397","1077413479.05282","1168269230.76923","1464326160.8154","1723750000","1785847531.40157","1908167105.75837","2185874623.59704","2393437820.41892","2056126701.86163","1881191950","1813717694.55253","1604701051.17188","1678741201.56863","1673910988.23529","1419400403.82339","1468342430.68836","1528621195.45849","1655354303.82885","1616188702.34405","1541247884.00207","1855382833.14678","",
"Somalia","SOM","GDP (current US$)","NY.GDP.MKTP.CD","180459936.62083","191659914.211207","203531927.372192","216145935.75574","229529912.470639","243725897.820037","257375896.828298","271781886.573513","286719885.065467","306357284.571429","322600009.142857","331104677.242568","416940943.667476","507028428.32238","467577432.322093","710850226.641914","807275808.865334","498550873.043478","564986059.668508","590419855.11811","603592656.822209","699112266.835764","774419569.699066","733901365.935354","788307213.438235","876404617.656501","930318705.301335","1009792724.42175","1038291284.49695","1092392963.1951","917044228.00846","","","","","","","","","","","","","","","","","","","","","","","4577000011.76017","5024999991.72061","5335000000","5534000000","5609000000","5856000006.22021","6485000000","6883000000","7628000011.46357","8126105600",
"Serbia","SRB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16832598870.0565","21818007448.7896","25676487999.5941","19457979423.376","19388663551.0012","6875845986.52121","12960546471.3782","17120906918.3503","22482365321.7656","26141968161.0924","27683225959.2468","32482070360.3204","43170990616.4729","52194221468.5007","45162894380.9318","41819468691.8251","49258136128.9672","43309252921.0567","48394239474.6762","47062202241.4378","39655949731.3816","40692661657.284","44179075778.9267","50640662859.4987","51514242775.5241","53356484763.839","63082021205.9295","63501748652.2968",
"Sub-Saharan Africa (excluding high income)","SSA","GDP (current US$)","NY.GDP.MKTP.CD","31027714943.1575","32263804167.3746","34913239385.5038","39962028720.7463","39224536060.3548","43662665168.7511","47099671961.8704","46766192279.4379","50111072585.353","57246081129.9503","67248358817.6012","68555667236.6278","77082698723.1833","99480296893.0421","127850076182.423","140842882957.693","151949762433.19","166682438981.627","185998188491.492","221888413697.262","281896939235.685","389734246636.871","357608755228.595","314695230286.82","275527482096.399","254278552801.717","261182778464.138","296944898332.112","313276890344.114","319238233553.956","375031690306.907","393057781842.081","363398293662.597","340402814717.366","324340772654.154","377022370501.935","393974496885.456","409061975713.872","395484290671.911","399358172061.349","423785327342.337","406642457658.928","442445993204.257","557495188798.273","692416392727.324","822378325932.186","972440937663.848","1126288215958.83","1277264006648.2","1229155220209.94","1460726974193.65","1648437203064.26","1711634494143.73","1818610270272.42","1899461295889.25","1694601782532.9","1575080887302.15","1704412183051.23","1772634125817.16","1821727380112.95","1712869841645.04","1925171173472.27","2045758612586.37",
"South Sudan","SSD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14586253383.0632","12231264525.0671","14602072410.9506","14907308932.7534","11931472169.4915","18426469016.9492","13962212847.4576","11997800760.2242","","","","","","","",
"Sub-Saharan Africa","SSF","GDP (current US$)","NY.GDP.MKTP.CD","31038651924.7156","32274153936.369","34924550100.1625","39974355837.2025","39238590134.769","43676575967.6911","47114238410.8386","46781000881.708","50124977708.0635","57259820309.8992","67263493916.4895","68574658267.439","77110721964.5527","99513486866.7772","127887926562.716","140884899647.398","151992519730.34","166741023605.751","186078689801.537","222012586577.63","282049229145.848","389887980091.441","357757127665.331","314844448352.916","275683682181.118","254455395790.1","261402850880.429","297209471954.192","313579138925.446","319563247910.21","375424931159.041","393456869265.368","363862082115.388","340910457626.427","324862204377.182","377566591336.158","394512902071.406","409664928804.905","396136552874.172","400026185636.782","424444223042.831","407309506890.501","443193859516.715","558250655633.107","693314583942.316","823361208064.246","973527213201.024","1127368649186.12","1278243727731.77","1230006172548.7","1461708684777.31","1649496095768.74","1712723978723.04","1819935185494.14","1900848872303.11","1695993210500.23","1576539841411.97","1705941956337.72","1774221939062.45","1823372470680","1714053357042.69","1926457861345.46","2047347019065.53",
"Small states","SST","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","7870516442.7003","8854444228.01631","10432353641.9697","13000903185.4266","20195896869.2089","22990972083.8954","26244271976.959","29802486040.8665","32042454157.2406","39764312931.0619","52929369092.321","54690453042.7379","54430175682.7987","52658286980.5759","52176614051.1879","50257275477.2471","49329292752.8962","56349718832.8804","62054839423.0691","64562256112.8741","74906851774.9761","76506139354.8275","81410676569.0455","80324622895.9906","84517547648.9521","95833246426.5129","101908296167.184","109151101381.791","109039291186.288","116942513682.564","129662529705.503","130206285495.107","139256082315.694","166347398195.548","200138874578.177","238393416493.659","277387442226.425","332461229660.509","400481612490.776","343064897906.732","394134704446.148","474785544180.86","496043381693.94","515807509296.913","532806126587.156","454984827185.882","446993497560.632","482865468720.16","530086499061.063","522141646080.053","453727992926.427","540833833541.343","633046575611.157",
"Sao Tome and Principe","STP","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75951131.9461768","85171073.8777498","102085765.483057","114582281.98784","136450658.08261","142775109.816191","149146918.888611","188021169.26829","187821029.428546","196652514.267255","231489270.144529","250680845.747837","300554483.611626","346528329.183227","316066072.343754","345495614.979982","375614126.193877","412253809.728799","427425039.684339","472551023.610419","526653790.670814","546680341.647274",
"Suriname","SUR","GDP (current US$)","NY.GDP.MKTP.CD","99650000","107700000","116150000","125950000","134400000","154150000","190350000","220700000","241350000","259650000","274900000","301000000","311950000","339450000","409850000","465500000","505500000","641500000","735500000","782500000","795000000","889000000","915000000","883500000","864000000","873000000","891000000","980000000","1161000000","542600000","388400000","448100000","404600000","428764705.882353","605492537.313433","691590497.737557","861372046.454058","926422500","1110850000","886290697.674419","947671969.69697","834279357.798165","1093574468.08511","1274190311.41869","1484092538.40527","1793410617.00935","2626380435.17877","2936612021.85792","3532969034.60838","3875409836.06557","4368371528.30474","4422276621.78703","4980000000","5145757575.75758","5240606060.60606","5126238146.34146","3317421499.77314","3591679371.03991","3996198760.32389","4016040575.08796","2911807496.20227","2984706243.65482","3620655116.22074",
"Slovak Republic","SVK","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12747380650.0762","14272201755.4704","15495514296.8042","16520676973.5301","20162936291.375","25840146405.2288","27925036755.3866","27706028095.6157","29856000671.216","30463670123.5931","29242558796.5507","30778781606.9575","35297794385.6863","46919965224.1497","57437444469.087","62808723476.719","70767338922.4411","86563986799.2505","100879902984.983","89399303222.155","91162836320.3524","99922685424.8842","94623731085.6106","98935222174.8611","101437045019.899","88900883130.8374","89952699524.8965","95649966260.981","106137924015.591","105710052464.625","106728917483.033","118656591909.266","115468803971.543",
"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21352224019.4096","21507232648.7252","20763101740.6963","22146231967.6861","22711384311.1404","20289627636.6767","20876309970.385","23489890274.3142","29634713641.0968","34414784504.2352","36206395970.6504","39481045038.2637","48067401207.3978","55779427739.6609","50567734885.9613","48208240226.4512","51583869785.1853","46577793184.0031","48415657264.8762","49997186439.0908","43107506024.3254","44766722790.5838","48589100043.0958","54177882425.8421","54331588482.3048","53706800043.6833","61748586534.8672","62117768014.8563",
"Sweden","SWE","GDP (current US$)","NY.GDP.MKTP.CD","15822585461.2453","17212687079.8146","18667251884.6321","20204871175.862","22532417359.0416","24795500355.973","26971487275.2976","29275996465.9902","31066820768.9909","33738103394.0636","38092378395.8186","41566370370.1516","48953974498.0218","59404966684.2214","66012967234.7236","82885563989.1909","89362242653.5773","94467862578.884","104442929108.702","123386889872.303","142092908186.305","129685871065.238","114380406033.224","105014242541.029","109201362589.001","114123205983.088","150498409835.874","183008435689.943","206988363594.82","217949132622.507","261846636897.068","274230545848.399","284319488252.297","212952606992.293","229034457106.495","267307061910.144","291745732990.835","268146349551.014","270810151170.431","274071242574.57","262834187366.578","242395011586.562","266848422377.999","334337040046.622","385118743610.143","392218701192.925","423090618042.966","491254769728.812","517706214656.407","436535921119.119","495812558843.31","574094112972.733","552483727282.802","586841821796.891","581964017237.095","505103781349.757","515654671469.547","541018749769.097","555455371487.089","533879529188.454","547054174235.876","636856236396.239","585939170123.856",
"Eswatini","SWZ","GDP (current US$)","NY.GDP.MKTP.CD","35076845.9832923","43026042.8067933","45927961.6471865","54129438.3698764","64980554.0337706","70279971.9161232","76859969.2867562","74759970.1259159","79799968.1119327","105419957.874185","112139955.188874","136462096.704851","146736433.958439","221915096.205453","264320939.570152","288299883.906649","272549999.763","304059999.7356","340629999.7038","412093133.760988","541977035.402091","570774862.060517","537568142.050848","555336145.8925","494483241.372298","360079419.480205","449140383.953373","584125996.62743","692026606.934121","696921409.513751","1114694112.47478","1156135717.94598","1284759852.46684","1357189724.73828","1419294121.1812","1698989463.99106","1602741771.57434","1716714194.30934","1576908808.80611","1547888453.75789","1738093756.88208","1542477308.89408","1432221784.41501","2197598417.83694","2770082791.50412","3178112332.09377","3291329938.16407","3469381231.49049","3294084181.23708","3580427985.94816","4438765109.49036","4820478592.33503","4886551706.18441","4597552948.64649","4422986447.48958","4063245671.29285","3816019222.86268","4402969225.92165","4666598023.91856","4466214522.19539","3982236726.3678","4748702400.66283","4854167638.37388",
"Sint Maarten (Dutch part)","SXM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","936089385.47486","985865921.787709","1022905027.93296","1245251396.64804","1253072625.69832","1263687150.83799","1191620111.73184","1185474860.3352","1459776536.31285","1240279329.60894","1384636871.50838","1571564245.81006",
"Seychelles","SYC","GDP (current US$)","NY.GDP.MKTP.CD","12012025.2477875","11592024.3649978","12642026.5719722","13923029.264481","15393032.3542452","15603032.7956401","16443034.5612196","16632032.8138977","16074027.3495878","16452027.9927472","18432031.3616773","21965951.7533636","30645121.0127585","36896278.223337","43134498.6932177","47803145.9560303","49278979.547035","64526398.6582547","85552369.9145942","127261099.24396","156783829.564809","163750728.237271","157211797.726919","156098244.669095","160992928.613245","179691474.285381","221147073.282651","265212941.116457","301985636.80955","324333385.605606","392163560.879912","398307144.759003","461409398.855893","504230588.114201","517570058.151034","540733047.733048","535250347.089479","598967022.07205","647287375.762528","662838614.880674","654212432.437162","662064193.596574","742134792.367443","750847276.441706","893012218.181818","977899381.818182","1081441348.62605","1077308888.16317","979597364.9333","851064318.792141","981918002.869768","1059249939.59333","1089880668.37774","1324915221.7211","1387576413.85839","1391427967.33495","1458954109.81959","1529773286.49646","1587813245.28225","1645090567.04612","1183515397.64891","1286687873.18447","1588406479.15511",
"Syrian Arab Republic","SYR","GDP (current US$)","NY.GDP.MKTP.CD","857704413.647403","945244972.331074","1110565881.05977","1200447408.69122","1339494267.36636","1329842434.9031","1321204502.96367","1443717801.42506","1562303429.72835","1796596911.46508","1780104712.50788","2097643979.60671","2415706806.91511","2579219250.63755","4244670165.2179","5566756758.26129","6417632810.11013","6882292995.38402","8251974524.39541","9929681531.19228","13062420385.4936","16758471341.8493","17525605100.0065","18672866246.7956","19195414014.7766","21203821656.051","25460636942.6752","32538089171.9745","16574342984.4098","18609532293.9866","23904498886.4143","27756258351.8931","33107349665.9243","36860133630.2895","45086948775.0557","50866369710.4677","61546280623.608","66420400890.8686","70418173719.3764","72970334075.7238","80590022271.7149","86771314031.1804","90558485523.3853","95693808463.2517","112863340757.238","134203830734.967","153799910913.14","180030111358.575","218089977728.285","224561692650.334","252518218262.806","67539427670.9958","43190317724.7088","21361254647.9904","21502061462.2122","16468399180.3822","12598742886.9368","16369724433.2751","21496337967.8677","22600896352.1266","11159274040.2708","","",
"Turks and Caicos Islands","TCA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","358744800","366707900","409753600","485598800","578645800","721891500","773489700","862683600","703175800","686787800","728789600","727161000","754238000","841070000","942070000","1032452000","1022365000","1113178000","1197415000","924583000","1044778790","1138808881.1",
"Chad","TCD","GDP (current US$)","NY.GDP.MKTP.CD","313582727.638108","333975336.626596","357635713.876858","371767002.656036","392247517.601949","416926302.963495","432794922.459758","449826322.995107","453980096.65441","471635620.924366","469266736.605101","501866730.722503","585427545.723598","647199482.827982","652532796.06664","864602103.303074","866044961.048354","935360466.351488","1113920122.61233","1004316495.11175","1033002401.82543","876937559.724951","834369860.427317","832415805.956265","919103735.322904","1033069709.99506","1067828247.23579","1163426850.65024","1482597298.88729","1433686309.83641","1738605558.05436","1877137983.02923","1881847671.47122","1463251161.33494","1179837963.95379","1445919894.86249","1607345354.92671","1544689575.99186","1744794532.49364","1534673583.2487","1388506771.52623","1710843376.39331","1997005710.26555","2742815070.75867","4422855658.38043","6649307528.06238","7428701455.40565","8650137734.71637","10393833755.2791","9290728312.24383","10668103549.3123","12172308858.2993","12367362746.1307","12953534870.304","13940767222.1053","10950392257.2764","10097778097.0969","10000394388.1158","11239167890.2816","11314951088.2451","10715396051.4388","11779981332.1599","12704149842.0373",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP (current US$)","NY.GDP.MKTP.CD","81224776384.7074","71506835328.2545","65298419617.7013","70737487657.7394","81639971519.2023","95037675059.4718","103921128849.551","100855079888.3","102125373416.713","114623412917.819","127295734440.728","136858919192.232","155214569008.126","195289915128.067","220929823664.411","248290348400.143","252311828473.482","291212135813.591","282398728342.159","327142679832.485","377561719824.859","403046355974.106","423156559869.692","443283114260.859","480300216521.686","525667890496.16","524370868953.538","518290373654.716","574764937806.373","621596110509.658","666366770410.336","722756599317.845","810051537303.658","889186161626.55","1069986366066.84","1320085097807.83","1516195666676.53","1569690177940.6","1429654561465.37","1573343371558.06","1732058262387.6","1844710221138.61","2041300111259.75","2308408754163.34","2678572954339.47","3102603620227.85","3735650251543.72","4721464960584.33","5970961310988.03","6475879226565.07","7879104830183.94","9632969004624.75","10745080937107.9","11855762712168.9","12782174580093.7","13310296419270.8","13594851920373.4","14858183903103.9","16619140999210.2","17185664986074.4","17465598594220.7","20811347144902.6","21162883158375.4",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","988478286834.956","959311297803.815","1019407140680.24","1005323422102.01","939714425054.604","928587913954.419","834808706479.044","924003946473.75","950622147030.593","980494801830.294","947828497154.125","821675687106.137","894544912879.61","909540989189.308","1022699841892.18","1258196381063.02","1628013726359.24","2039291725254.95","2466294505435.14","3172257385086.22","3926652288409.17","3113586357347.72","3657536381245.62","4449677432130.84","4646279764256.97","4915186910591.02","4643782927094.06","3627425557555.83","3485571017748.04","3909150827560.03","4076336318031.97","4156449775997.6","3899326823730.17","4615367974096.26","5185102776173.97",
"Togo","TGO","GDP (current US$)","NY.GDP.MKTP.CD","164603553.982281","171762891.713318","179700351.928846","194673419.070159","225722420.016929","254526437.245173","293712193.86878","314870885.996789","328800480.454203","363827440.301149","345134276.958922","389382093.171242","456159541.705593","552374366.444597","761591056.261654","838891749.347669","841682268.53457","1056473299.68755","1120110135.75725","1211853289.7222","1544290809.92666","1307754354.70263","1116560700.7589","1040589483.74195","975908209.64252","1035987180.13488","1441695857.94158","1697428000.68525","1873745515.35744","1838552523.37741","2212905422.64086","2177399825.45509","2300598696.19391","1676225629.24127","1335309429.65899","1779348593.14893","1991429217.6411","2036956850.59888","2157078792.4713","2142574540.97524","2027363116.95413","2014516700.52675","2319268823.40971","2875255592.53666","3071152629.2959","3100356551.92876","3195618966.30736","3618281293.07928","4516616223.91031","4592147227.9068","4660369658.37123","5262368232.30347","5263522037.22724","5872790935.48729","6217047648.63985","5681469374.10362","6031632014.86013","6395472028.24361","7029217931.75029","6992656428.93581","7389329392.7704","8334047485.51396","8126439480.61302",
"Thailand","THA","GDP (current US$)","NY.GDP.MKTP.CD","2760750921.40101","3034037871.75596","3308912796.93487","3540403456.55305","3889129938.60554","4388937644.86053","5279230812.28227","5638461436.94031","6081009422.09596","6695336560.93425","7086538430.75416","7375000017.6326","8177872957.58962","10838587357.7466","13702998648.216","14882770239.3149","16985208712.1054","19779312335.7205","24006567108.4563","27371650353.0589","32353514502","34846038517.9287","36589772336.849","40042798315.2734","41797647303.3483","38900711298.1934","43096774496.625","50535445679.8106","61667254410.673","72250747142.1734","85343189320.7519","98234713407.7323","111452745855.989","128889262554.627","146683779608.917","169278918603.436","183035238433.438","150180454390.446","113675595413.496","126669212337.245","126392223203.461","120296476180.402","134300903357.962","152280616469.478","172895685509.275","189318407487.959","221758294724.764","262942624565.273","291382985568.988","281710629173.199","341104766329.17","370818735569.86","397558329541.972","420333659152.573","407339036017.221","401296242133.903","413366345843.744","456356812774.563","506754212432.991","543976695638.812","500457261548.076","505568057004.254","495340592811.188",
"Tajikistan","TJK","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2629395066.27017","2534720480.3244","1909246640.80838","1646693642.11088","1522018435.69536","1231567145.35508","1043654822.33503","921517486.662716","1320199581.52261","1086612582.89292","860541842.263697","1080772703.16128","1221106073.03073","1555318430.76621","2076176636.43428","2312352267.98721","2830213562.60217","3719524180.70289","5161299725.27673","4979471963.79181","5642221528.67114","6522755783.39257","7633036366.03492","8448410727.15443","9112606074.51713","8271431932.43678","6992416096.89018","7536403146.68377","7765000282.29397","8300813889.63698","8133963813.3329","8937805347.13963","10492123387.7931",
"Turkmenistan","TKM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","2331358819.75954","3010982414.24425","3006988216.55045","3189539641.3171","3208098919.0146","3200539816.0601","3179225948.58114","2561118608.35516","2482228439.71407","2378759975.44506","2450349634.47436","2605688065.08338","2450564467.58315","2904662604.82053","3534771968.51189","4462028988.72949","5977440582.80171","6838351088.46688","8103901996.37024","10276674364.8961","12664165103.1895","19271523178.8079","20214385964.9123","22583157894.7368","29233333333.3333","35164210526.3158","39197543859.6491","43524210526.3158","35799714285.7143","36169428571.4286","37926285714.2857","40765428571.4286","44220285714.2857","45610571428.5714","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP (current US$)","NY.GDP.MKTP.CD","79315282447.4448","84250590001.3384","92203741567.232","93477829839.7478","103971029018.668","111624496289.091","122890761036.252","124995671389.653","133972063278.55","149564865387.498","163035462319.482","181256770704.055","203566728912.764","273148758074.26","357287703638.824","373551821303.122","410203988414.582","451343454783.016","541143245103.217","607151446385.038","742956710455.854","851543041538.727","784904152926.701","680609173310.114","714278722532.596","705537546137.029","711641297660.481","764012497642.108","838320487980.655","929914241888.605","1112474893935.63","1187645180028.51","1293163079803.56","1505498659371.34","1708158258793.5","1833883373145.99","1993801976965.84","2187247412386.5","2200298432576.23","1969284663624.85","2178185355320.65","2120324403166.21","1887242432115.4","1922534458021.38","2225384515789.76","2708927963301.15","3186236239229.97","3773229879831.73","4409097095011.05","4130162256669.21","5159729033221.11","5887034342421.42","5947252224242","6095171749897.23","6215504429530.99","5148471978658.52","5015399889886.8","5593216809529.63","5464428426578.1","5371331762438.8","4529215519228.92","5238233593531.77","5945540330771.45",
"Timor-Leste","TLS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","367087900","477443500","469506700","490439100","440764600","462283600","453805100","542795400","648492700","726882400","881827800","1042411500","1160389600","1395519600","1447310400","1594447600","1650619400","1595724300","1563887900","2028551600","2158392500","3621222400","3163324631.03158",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","23597763392.4267","24596781059.6124","26628327477.8128","29295797647.9953","32502994399.4459","36710422417.9727","42086833718.4269","50218784350.9072","66663487502.2462","101622548936.702","118247163046.701","145959079987.832","168918635105.695","181557961772.864","226458417647.588","271186212358.524","264651823390.355","303546936551.653","341135380443.953","361165794970.424","393776784308.738","442524708559.633","386999801388.478","355279720214.667","357272264599.868","502614551355.261","260421226491.209","286793794636.339","294466227502.759","315703229596.623","367908612877.517","424485950438.952","448652490027.751","461879719773.796","501955439650.334","531861706891.651","538324769799.706","524741475874.735","573739880430.595","681180472798.75","803410584369.615","936957615002.969","1142496167090.24","1408940171755.31","1370510388772.17","1578098820761.47","1625215002296.1","1752600151707.3","1610532044310.35","1586867031724.61","1425097281066.11","1460439514342.24","1460779778479.73","1383769733583.24","1391491110717.23","1269397606042.49","1488905605615.52","1657891406469.57",
"Tonga","TON","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","32506741.7201204","30036416.9619944","34139387.8908849","41567471.6721987","44667002.0120724","53260077.4311091","62242013.3302689","62068161.0711025","60863963.963964","64248354.5414656","60058663.3144773","68195855.6149733","81667133.4546982","106657267.367342","106344854.986095","113563821.577404","132201141.446861","137066290.550071","138489884.393064","195990986.21421","208871665.748682","222100576.345483","214991452.314998","191504892.761394","199208752.453675","204848436.577021","181117272.403138","182764299.854513","202246621.151561","230657579.058937","261803692.13042","292230634.197573","298519087.685864","344436494.4047","312377751.087121","366832186.493476","414533045.126956","470705334.756043","450650718.154379","439877675.693345","437003006.744784","420548768.072805","460374252.206137","488906860.874058","512053639.842631","484796858.839009","469228124.153914","",
"South Asia (IDA & IBRD)","TSA","GDP (current US$)","NY.GDP.MKTP.CD","47156704038.6455","50316837320.1965","53705580292.7516","60408326895.4929","69158968713.7364","74274468929.5553","62456580600.2219","68712964033.0341","72018446516.8584","79171992803.8779","85711844745.381","91169238617.0067","91653327298.4656","104781402787.846","126934580819.779","135867507778.861","132608444905.698","153553587500.209","174721808669.433","195693075714.576","235962137572.7","250140235557.805","258792952697.994","273951368607.722","272676312680.721","296510765025.754","314034899880.353","348690416778.919","374679367843.736","378112968995.079","407066728402.152","362155183204.799","384619247242.886","380986910706.292","432196055451.721","479707317022.57","524814569929.731","550548635667.583","558258844530.031","598146534949.588","630242098666.016","645678633202.568","677426539845.302","791026613085.975","917083438858.519","1050602379999.63","1196088124853.08","1504162366252.89","1527612730733.41","1683173926491.5","2062468955967.7","2277346353954.89","2302398278355.34","2362708983919.22","2587787935996.42","2704835939982.51","3010757329892.83","3433883301221.75","3534209044993.87","3658004814522.01","3490012356687.83","4062783801939.27","4361631457999.02",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP (current US$)","NY.GDP.MKTP.CD","31038651924.7155","32274153936.369","34924550100.1625","39974355837.2024","39238590134.769","43676575967.6911","47114238410.8386","46781000881.708","50124977708.0635","57259820309.8992","67263493916.4895","68574658267.439","77110721964.5527","99513486866.7772","127887926562.716","140884899647.398","151992519730.34","166741023605.751","186078689801.537","222012586577.63","282049229145.848","389887980091.441","357757127665.331","314844448352.916","275683682181.118","254455395790.1","261402850880.429","297209471954.192","313579138925.446","319563247910.21","375424931159.041","393456869265.369","363862082115.389","340910457626.427","324862204377.182","377566591336.159","394512902071.406","409664928804.905","396136552874.173","400026185636.782","424444223042.831","407309506890.501","443193859516.715","558250655633.107","693314583942.317","823361208064.246","973527213201.024","1127368649186.12","1278243727731.77","1230006172548.7","1461708684777.31","1649496095768.75","1712723978723.04","1819935185494.14","1900848872303.11","1695993210500.23","1576539841411.97","1705941956337.72","1774221939062.45","1823372470680","1714053357042.69","1926457861345.46","2047347019065.53",
"Trinidad and Tobago","TTO","GDP (current US$)","NY.GDP.MKTP.CD","535673252.260337","584964620.678045","619322809.768256","678239329.119076","711897519.959574","736573158.260197","723739857.015464","761981839.095162","758899949.62055","779199999.6104","821849999.589075","896765145.619119","1083391921.22162","1308785739.53437","2042001159.23119","2442670280.27168","2500424512.07402","3138666667.97444","3562333459.81764","4602416626.91767","6235833335.9316","6992083336.2467","8140416670.05851","7763750003.2349","7757083334.68006","7375918367.34694","4794444444.44444","4797777777.77778","4496910569.10569","4323058823.52941","5068000000","5307905882.35294","5439552941.17647","4669491425.1222","4947181506.38931","5329217896.54571","5759570495.96598","5737771217.16915","6043687133.40846","6808982520.75759","8154342547.5637","8824849662.9616","9008297748.05893","11305459802.0683","13280292692.3489","15982388172.7158","18369361094.3886","21641620049.9352","27871587349.5413","19172165225.5015","22157919433.8752","25433008605.0407","27121712418.5349","28557451149.8686","29489012806.8905","26851970249.3032","23496215880.5212","23797686961.8447","24322359037.409","23849557811.3959","21059428846.0153","24460196270.1157","27899082337.3688",
"Tunisia","TUN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","991047619.944281","1040952381.8942","1085714286.6966","1214666667.76565","1289904763.07182","1439238096.54026","1685163348.01673","2237554586.7162","2730814468.11913","3545865875.51792","4328969185.43827","4508191952.67493","5109324009.32401","5968462484.68108","7188855078.11632","8744134354.16152","8428442466.41993","8133573180.63032","8350586859.97354","8254537657.29164","8410227733.15327","9017804761.57991","9696710059.88566","10096243800.7898","10101853518.0853","12290568181.8182","13074782608.6957","15496702219.8771","14608340459.4475","15633171728.3223","18030876599.3444","19587155099.3502","20746204100.7016","21802893587.126","22943202174.9668","21473522938.6803","22065840117.4661","23141611178.8428","27453895158.9433","31183893587.4103","32272178403.5147","34376664600.5898","38915343743.2934","44859452038.1178","43455740497.3061","46206091937.9628","48123314430.4878","47311411909.7034","48685436425.0946","50271812920.612","45779494041.9295","44360065796.6202","42163530590.9462","42686509835.5287","41905637658.6053","42538462678.1201","46687298709.3541","46664948951.6571",
"Turkiye","TUR","GDP (current US$)","NY.GDP.MKTP.CD","7552470818.80865","7971175166.29712","8902439024.39024","10332594235.0333","11129344520.3505","11913716815.4772","14037610621.0219","15575221240.661","17422566373.6087","19380530975.5952","17345632697.8281","16311659192.368","20431095406.3604","25724381625.4417","35599700823.3766","44633449700.5686","51279868356.6261","58675998836.7385","65146575335.7462","89392647416.6002","68789214177.1204","71040286283.5183","64546167132.1244","61678257318.3004","59990263932.8983","67234937530.7236","75727813488.7659","87168298081.8679","90853080152.2135","107143390749.858","150676194826.809","151041399039.068","159094972321.748","180421862247.805","130651877908.195","169319354340.48","181464650312.271","189878399894.643","275941726172.383","256395983758.49","274294842523.054","201753110088.579","240249005455.218","314595528425.307","408865358516.587","506314676837.415","557075996577.466","681321173796.053","770449308781.338","649289418603.013","776967457763.602","838785514058.562","880555912745.582","957798998031.277","938934430070.659","864313960482.343","869682954136.208","858988578709.755","778476714087.962","759934804372.319","720288811761.915","819034484303.169","905987824096.127",
